VI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,100.0,209.0,211.0,194.0,109.0,101.0,87.0,166.0,19.0,6.0,75.0,25.0,3.0,1.0
VT,0.0,4.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,5.0,6.0,12.0,10.0,23.0,25.0,660.0,4731.0,5032.0,7289.0,6865.0,3820.0,3026.0,1544.0,4901.0,1183.0,232.0,3928.0,692.0,214.0,32.0
W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WA,0.0,8.0,3.0,4.0,9.0,14.0,29.0,24.0,16.0,41.0,53.0,150.0,233.0,535.0,959.0,7857.0,54591.0,54550.0,73572.0,73180.0,42613.0,37077.0,11746.0,43844.0,12441.0,2266.0,36645.0,7669.0,2314.0,503.0
WI,0.0,7.0,3.0,6.0,12.0,15.0,23.0,23.0,14.0,36.0,34.0,98.0,165.0,254.0,499.0,6588.0,46062.0,45664.0,62329.0,55710.0,32545.0,27140.0,9777.0,33913.0,10683.0,1641.0,30818.0,7183.0,1692.0,351.0
WV,0.0,9.0,1.0,1.0,2.0,1.0,1.0,13.0,0.0,1.0,1.0,8.0,25.0,43.0,67.0,919.0,8453.0,8984.0,13021.0,12030.0,6910.0,5880.0,2208.0,8398.0,2438.0,381.0,5792.0,1458.0,393.0,100.0
WY,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,16.0,15.0,35.0,573.0,3900.0,3505.0,4716.0,4817.0,2875.0,2460.0,986.0,3824.0,1028.0,172.0,2642.0,545.0,193.0,50.0
ZG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
